cik,company_name,fis_yr,filling_date,complexity,ex13,10k_url,ex13_url
731766,UNITEDHEALTH GROUP INC,2012,20130207,0.272727273,0,https://www.sec.gov/Archives/edgar/data/731766/000073176613000005/unh2012123110-k.htm,
5513,Unum Group,2012,20130222,0.294117647,0,https://www.sec.gov/Archives/edgar/data/5513/000000551313000007/unm12312012-10xk.htm,
36104,US BANCORP \DE\,2012,20130222,0.299465241,1,https://www.sec.gov/Archives/edgar/data/36104/000119312513071069/d445313d10k.htm,['https://www.sec.gov/Archives/edgar/data/36104/000119312513071069/d445313dex13.htm']
103379,V F CORP,2012,20130227,0.28342246,0,https://www.sec.gov/Archives/edgar/data/103379/000119312513079974/d444924d10k.htm,
732712,VERIZON COMMUNICATIONS INC,2012,20130226,0.334224599,1,https://www.sec.gov/Archives/edgar/data/732712/000119312513075713/d441535d10k.htm,"['https://www.sec.gov/Archives/edgar/data/732712/000119312513075713/d441535dex13.htm', 'https://www.sec.gov/Archives/edgar/data/732712/000119312513075713/d441535dex13.htm']"
1396009,Vulcan Materials CO,2012,20130228,0.240641711,0,https://www.sec.gov/Archives/edgar/data/1396009/000119312513084128/d451546d10k.htm,
104169,WAL MART STORES INC,2012,20120327,0.232620321,1,https://www.sec.gov/Archives/edgar/data/104169/000119312512134679/d270972d10k.htm,['https://www.sec.gov/Archives/edgar/data/104169/000119312512134679/d270972dex13.htm']
823768,WASTE MANAGEMENT INC,2012,20130214,0.278074866,0,https://www.sec.gov/Archives/edgar/data/823768/000119312513058892/d413187d10k.htm,
72971,WELLS FARGO & COMPANY/MN,2012,20130227,0.328877005,1,https://www.sec.gov/Archives/edgar/data/72971/000119312513078820/d450230d10k.htm,"['https://www.sec.gov/Archives/edgar/data/72971/000119312513078820/d450230dex13.htm', 'https://www.sec.gov/Archives/edgar/data/72971/000119312513078820/d450230dex13.htm']"
106535,WEYERHAEUSER CO,2012,20130219,0.221925134,0,https://www.sec.gov/Archives/edgar/data/106535/000010653513000011/wy-123112x10k.htm,
106640,WHIRLPOOL CORP /DE/,2012,20130219,0.259358289,0,https://www.sec.gov/Archives/edgar/data/106640/000010664013000009/whr12312012-10xk.htm,
107263,WILLIAMS COMPANIES INC,2012,20130227,0.28342246,0,https://www.sec.gov/Archives/edgar/data/107263/000119312513080025/d476830d10k.htm,
72903,XCEL ENERGY INC,2012,20130222,0.286096257,0,https://www.sec.gov/Archives/edgar/data/72903/000114036113008903/form10k.htm,
743988,XILINX INC,2012,20120525,0.299465241,0,https://www.sec.gov/Archives/edgar/data/743988/000119312512249215/d312914d10k.htm,
1041061,YUM BRANDS INC,2012,20130220,0.27540107,0,https://www.sec.gov/Archives/edgar/data/1041061/000104106113000007/yum10k12292012.htm,
66740,3M CO,2013,20140213,0.280748663,0,https://www.sec.gov/Archives/edgar/data/66740/000110465914009773/a14-5644_110k.htm,
1800,ABBOTT LABORATORIES,2013,20140221,0.259358289,0,https://www.sec.gov/Archives/edgar/data/1800/000104746914001176/a2218043z10-k.htm,
896159,ACE Ltd,2013,20140228,0.294117647,0,https://www.sec.gov/Archives/edgar/data/896159/000089615914000003/ace-12312013x10k.htm,
796343,ADOBE SYSTEMS INC,2013,20140121,0.299465241,0,https://www.sec.gov/Archives/edgar/data/796343/000079634314000004/adbe10kfy13.htm,
874761,AES CORP,2013,20140226,0.318181818,0,https://www.sec.gov/Archives/edgar/data/874761/000087476114000011/a2013form10-k.htm,
4977,AFLAC INC,2013,20140227,0.28342246,0,https://www.sec.gov/Archives/edgar/data/4977/000000497714000052/afl12311310k.htm,
2969,AIR PRODUCTS & CHEMICALS INC /DE/,2013,20131126,0.272727273,0,https://www.sec.gov/Archives/edgar/data/2969/000119312513453925/d595257d10k.htm,
899051,ALLSTATE CORP,2013,20140220,0.326203209,0,https://www.sec.gov/Archives/edgar/data/899051/000104746914001083/a2218256z10-k.htm,
764180,"ALTRIA GROUP, INC.",2013,20140226,0.211229947,0,https://www.sec.gov/Archives/edgar/data/764180/000076418014000025/a2013form10-kq42013.htm,
1002910,AMEREN CORP,2013,20140303,0.251336898,0,https://www.sec.gov/Archives/edgar/data/18654/000100291014000054/aee201310-k.htm,
4904,AMERICAN ELECTRIC POWER CO INC,2013,20140225,0.323529412,1,https://www.sec.gov/Archives/edgar/data/4904/000000490414000019/ye13aep10k.htm,['https://www.sec.gov/Archives/edgar/data/4904/000000490414000019/ye13aepar.htm']
4904,AMERICAN ELECTRIC POWER CO INC,2013,20140225,0.323529412,1,https://www.sec.gov/Archives/edgar/data/4904/000000490414000019/ye13aep10k.htm,['https://www.sec.gov/Archives/edgar/data/4904/000000490414000019/ye13aepar.htm']
4904,AMERICAN ELECTRIC POWER CO INC,2013,20140225,0.323529412,1,https://www.sec.gov/Archives/edgar/data/4904/000000490414000019/ye13aep10k.htm,['https://www.sec.gov/Archives/edgar/data/4904/000000490414000019/ye13aepar.htm']
4962,AMERICAN EXPRESS CO,2013,20140225,0.377005348,1,https://www.sec.gov/Archives/edgar/data/4962/000119312514066777/d656045d10k.htm,['https://www.sec.gov/Archives/edgar/data/4962/000119312514066777/d656045dex13.htm']
5272,AMERICAN INTERNATIONAL GROUP INC,2013,20140220,0.382352941,0,https://www.sec.gov/Archives/edgar/data/5272/000104746914001096/a2218248z10-k.htm,
318154,AMGEN INC,2013,20140224,0.304812834,0,https://www.sec.gov/Archives/edgar/data/318154/000031815414000004/amgn-12312013x10k.htm,
6281,ANALOG DEVICES INC,2013,20131126,0.28342246,0,https://www.sec.gov/Archives/edgar/data/6281/000000628113000040/adi-1122013x10k.htm,
315293,Aon plc,2013,20140218,0.320855615,0,https://www.sec.gov/Archives/edgar/data/315293/000144530514000476/aonplc201310-k.htm,
6769,APACHE CORP,2013,20140228,0.286096257,0,https://www.sec.gov/Archives/edgar/data/6769/000119312514077668/d647405d10k.htm,
320193,APPLE INC,2013,20131030,0.245989305,0,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/d590790d10k.htm,
6951,APPLIED MATERIALS INC /DE,2013,20131204,0.272727273,0,https://www.sec.gov/Archives/edgar/data/6951/000000695113000044/amat10272013-10kdoc.htm,
7084,ARCHER DANIELS MIDLAND CO,2013,20140226,0.248663102,0,https://www.sec.gov/Archives/edgar/data/7084/000000708414000011/adm-20131231x10k.htm,
732717,AT&T INC.,2013,20140221,0.28342246,1,https://www.sec.gov/Archives/edgar/data/732717/000073271714000010/ye13_10k.htm,['https://www.sec.gov/Archives/edgar/data/732717/000073271714000010/ex13.htm']
769397,AUTODESK INC,2013,20130318,0.296791444,0,https://www.sec.gov/Archives/edgar/data/769397/000076939713000007/adsk-0131201310xk.htm,
8670,AUTOMATIC DATA PROCESSING INC,2013,20130819,0.22459893,0,https://www.sec.gov/Archives/edgar/data/8670/000000867013000015/q4fy1310-k.htm,
866787,AUTOZONE INC,2013,20131028,0.168449198,0,https://www.sec.gov/Archives/edgar/data/866787/000119312513413428/d599942d10k.htm,
8818,Avery Dennison Corp,2013,20140226,0.259358289,1,https://www.sec.gov/Archives/edgar/data/8818/000104746914001386/a2218447z10-k.htm,"['https://www.sec.gov/Archives/edgar/data/8818/000104746914001386/a2218447zex-13.htm', 'https://www.sec.gov/Archives/edgar/data/8818/000104746914001386/a2218447zex-13.htm']"
9389,BALL CORP,2013,20140224,0.278074866,0,https://www.sec.gov/Archives/edgar/data/9389/000110465914012614/a13-25784_110k.htm,
70858,BANK OF AMERICA CORP /DE/,2013,20140225,0.355614973,0,https://www.sec.gov/Archives/edgar/data/70858/000007085814000012/bac-12312013x10k.htm,
1390777,Bank of New York Mellon Corp,2013,20140228,0.35026738,1,https://www.sec.gov/Archives/edgar/data/1390777/000144530514000745/bk201310-k.htm,['https://www.sec.gov/Archives/edgar/data/1390777/000144530514000745/bkq4201310-kex131.htm']
10456,BAXTER INTERNATIONAL INC,2013,20140221,0.294117647,0,https://www.sec.gov/Archives/edgar/data/10456/000119312514061654/d596470d10k.htm,
10795,BECTON DICKINSON & CO,2013,20131127,0.262032086,0,https://www.sec.gov/Archives/edgar/data/10795/000119312513456802/d573385d10k.htm,
12927,BOEING CO,2013,20140214,0.310160428,0,https://www.sec.gov/Archives/edgar/data/12927/000001292714000004/a201312dec3110k.htm,
885725,BOSTON SCIENTIFIC CORP,2013,20140226,0.310160428,0,https://www.sec.gov/Archives/edgar/data/885725/000088572514000005/a2013form10-k.htm,
14272,BRISTOL MYERS SQUIBB CO,2013,20140214,0.326203209,0,https://www.sec.gov/Archives/edgar/data/14272/000001427214000054/bmy-20131231x10xk.htm,
14693,BROWN FORMAN CORP,2013,20130627,0.229946524,0,https://www.sec.gov/Archives/edgar/data/14693/000001469313000038/bfb-2013430x10k.htm,
16732,CAMPBELL SOUP CO,2013,20130926,0.205882353,0,https://www.sec.gov/Archives/edgar/data/16732/000001673213000023/cpb-7282013x10k.htm,
927628,CAPITAL ONE FINANCIAL CORP,2013,20140227,0.377005348,0,https://www.sec.gov/Archives/edgar/data/927628/000119312514073467/d637300d10k.htm,
721371,CARDINAL HEALTH INC,2013,20130820,0.245989305,0,https://www.sec.gov/Archives/edgar/data/721371/000072137113000154/a13q4_10kx063013xform10-k.htm,
815097,CARNIVAL CORP,2013,20140129,0.28342246,1,https://www.sec.gov/Archives/edgar/data/815097/000119312514025514/d645418d10k.htm,"['https://www.sec.gov/Archives/edgar/data/815097/000119312514025514/d645418dex13.htm', 'https://www.sec.gov/Archives/edgar/data/815097/000119312514025514/d645418dex13.htm']"
18230,CATERPILLAR INC,2013,20140218,0.299465241,1,https://www.sec.gov/Archives/edgar/data/18230/000001823014000058/cat_10-kx12312013.htm,"['https://www.sec.gov/Archives/edgar/data/18230/000001823014000058/cat_exx13x12312013.htm', 'https://www.sec.gov/Archives/edgar/data/18230/000001823014000058/cat_exx13x12312013.htm']"
1130310,CENTERPOINT ENERGY INC,2013,20140226,0.288770053,0,https://www.sec.gov/Archives/edgar/data/1130310/000113031014000005/cnp_10kx12312013.htm,
93410,CHEVRON CORP,2013,20140221,0.248663102,0,https://www.sec.gov/Archives/edgar/data/93410/000009341014000011/cvx-123113x10kdoc.htm,
20286,CINCINNATI FINANCIAL CORP,2013,20140227,0.205882353,0,https://www.sec.gov/Archives/edgar/data/20286/000002028614000009/cinf-20131231x10k.htm,
858877,"CISCO SYSTEMS, INC.",2013,20130910,0.310160428,0,https://www.sec.gov/Archives/edgar/data/858877/000085887713000049/csco-2013727x10k.htm,
831001,CITIGROUP INC,2013,20140303,0.393048128,0,https://www.sec.gov/Archives/edgar/data/831001/000110465914015152/a14-3681_610k.htm,
877890,CITRIX SYSTEMS INC,2013,20140220,0.296791444,0,https://www.sec.gov/Archives/edgar/data/877890/000087789014000007/ctxs12-31x201310xk.htm,
21076,CLOROX CO /DE/,2013,20130823,0.200534759,0,https://www.sec.gov/Archives/edgar/data/21076/000120677413003034/clorox_10k.htm,
811156,CMS ENERGY CORP,2013,20140206,0.270053476,0,https://www.sec.gov/Archives/edgar/data/201533/000110465914006974/a14-1343_210k.htm,
21344,COCA COLA CO,2013,20140227,0.29144385,0,https://www.sec.gov/Archives/edgar/data/21344/000002134414000008/a2013123110-k.htm,
21665,COLGATE PALMOLIVE CO,2013,20140220,0.237967914,0,https://www.sec.gov/Archives/edgar/data/21665/000154554714000003/cl-12312013x10k.htm,
1166691,COMCAST CORP,2013,20140212,0.302139037,0,https://www.sec.gov/Archives/edgar/data/902739/000119312514047522/d666576d10k.htm,
28412,COMERICA INC /NEW/,2013,20140214,0.28342246,0,https://www.sec.gov/Archives/edgar/data/28412/000002841214000067/cma-2013123110k.htm,
23217,CONAGRA FOODS INC /DE/,2013,20130719,0.256684492,0,https://www.sec.gov/Archives/edgar/data/23217/000144530513001653/cag-2013x10k.htm,
1163165,CONOCOPHILLIPS,2013,20140225,0.264705882,0,https://www.sec.gov/Archives/edgar/data/1163165/000119312514066358/d665238d10k.htm,
1047862,CONSOLIDATED EDISON INC,2013,20140221,0.229946524,0,https://www.sec.gov/Archives/edgar/data/23632/000119312514061037/d629773d10k.htm,
24741,CORNING INC /NY,2013,20140210,0.35828877,0,https://www.sec.gov/Archives/edgar/data/24741/000130817914000032/lglw2013_10k.htm,
909832,COSTCO WHOLESALE CORP /NEW,2013,20131016,0.187165775,0,https://www.sec.gov/Archives/edgar/data/909832/000144530513002422/cost10k2013.htm,
277948,CSX CORP,2013,20140212,0.184491979,0,https://www.sec.gov/Archives/edgar/data/277948/000027794814000011/csx-12272013x10k.htm,
26172,CUMMINS INC,2013,20140218,0.318181818,0,https://www.sec.gov/Archives/edgar/data/26172/000002617214000008/cmi1231201310k.htm,
64803,CVS CAREMARK CORP,2013,20140211,0.264705882,1,https://www.sec.gov/Archives/edgar/data/64803/000006480314000008/cvs-20131231x10k.htm,"['https://www.sec.gov/Archives/edgar/data/64803/000006480314000008/ex13portionsofannualreport.htm', 'https://www.sec.gov/Archives/edgar/data/64803/000006480314000008/ex13portionsofannualreport.htm']"
313616,DANAHER CORP /DE/,2013,20140221,0.296791444,0,https://www.sec.gov/Archives/edgar/data/313616/000031361614000023/dhr-20131231x10xk.htm,
940944,DARDEN RESTAURANTS INC,2013,20130719,0.302139037,1,https://www.sec.gov/Archives/edgar/data/940944/000094094413000027/dri-201310xk.htm,['https://www.sec.gov/Archives/edgar/data/940944/000094094413000027/dri-201310xkex13.htm']
315189,DEERE & CO,2013,20131216,0.272727273,0,https://www.sec.gov/Archives/edgar/data/315189/000110465913090354/a13-17985_110k.htm,
715957,DOMINION RESOURCES INC /VA/,2013,20140228,0.315508021,0,https://www.sec.gov/Archives/edgar/data/103682/000119312514073496/d660169d10k.htm,
29905,DOVER Corp,2013,20140214,0.256684492,0,https://www.sec.gov/Archives/edgar/data/29905/000002990514000012/a2013123110-k.htm,
936340,DTE ENERGY CO,2013,20140214,0.240641711,0,https://www.sec.gov/Archives/edgar/data/936340/000093634014000014/dteenergy2013123110k.htm,
1326160,Duke Energy CORP,2013,20140228,0.299465241,0,https://www.sec.gov/Archives/edgar/data/17797/000132616014000003/form10k.htm,
915389,EASTMAN CHEMICAL CO,2013,20140228,0.267379679,0,https://www.sec.gov/Archives/edgar/data/915389/000091538914000013/emn-12312013x10k.htm,
1551182,Eaton Corp plc,2013,20140226,0.235294118,0,https://www.sec.gov/Archives/edgar/data/1551182/000155118214000011/etn12312013form10-k.htm,
31462,ECOLAB INC,2013,20140228,0.307486631,1,https://www.sec.gov/Archives/edgar/data/31462/000110465914014489/a13-25814_110k.htm,"['https://www.sec.gov/Archives/edgar/data/31462/000110465914014489/a13-25814_1ex13d1.htm', 'https://www.sec.gov/Archives/edgar/data/31462/000110465914014489/a13-25814_1ex13d1.htm']"
827052,EDISON INTERNATIONAL,2013,20140225,0.262032086,0,https://www.sec.gov/Archives/edgar/data/92103/000082705214000030/eix-sce201310k.htm,
32604,EMERSON ELECTRIC CO,2013,20131119,0.235294118,1,https://www.sec.gov/Archives/edgar/data/32604/000003260413000044/emr930201310-k.htm,['https://www.sec.gov/Archives/edgar/data/32604/000003260413000044/exhibit13fy13.htm']
65984,ENTERGY CORP /DE/,2013,20140227,0.352941176,0,https://www.sec.gov/Archives/edgar/data/7323/000006598414000065/etr-12312013x10k.htm,
33185,EQUIFAX INC,2013,20140228,0.326203209,0,https://www.sec.gov/Archives/edgar/data/33185/000114420414012238/v368092_10k.htm,
1109357,EXELON CORP,2013,20140214,0.347593583,0,https://www.sec.gov/Archives/edgar/data/9466/000119312514051838/d666092d10k.htm,
34088,EXXON MOBIL CORP,2013,20140226,0.22459893,0,https://www.sec.gov/Archives/edgar/data/34088/000003408814000012/xom10k2013.htm,
1048911,FEDEX CORP,2013,20130715,0.21657754,0,https://www.sec.gov/Archives/edgar/data/1048911/000119312513290858/d563720d10k.htm,
35527,FIFTH THIRD BANCORP,2013,20140224,0.323529412,0,https://www.sec.gov/Archives/edgar/data/35527/000119312514063748/d644645d10k.htm,
1031296,FIRSTENERGY CORP,2013,20140227,0.320855615,0,https://www.sec.gov/Archives/edgar/data/1031296/000103129614000010/fe-12312013x10k.htm,
37996,FORD MOTOR CO,2013,20140218,0.342245989,0,https://www.sec.gov/Archives/edgar/data/37996/000003799614000010/f1231201310k.htm,
38777,FRANKLIN RESOURCES INC,2013,20131112,0.270053476,0,https://www.sec.gov/Archives/edgar/data/38777/000003877713000227/form10k93013.htm,
831259,FREEPORT MCMORAN COPPER & GOLD INC,2013,20140227,0.304812834,0,https://www.sec.gov/Archives/edgar/data/831259/000083125914000006/a2013form10-k.htm,
39911,GAP INC,2013,20130326,0.232620321,0,https://www.sec.gov/Archives/edgar/data/39911/000003991113000057/fy1210-k.htm,
40533,GENERAL DYNAMICS CORP,2013,20140207,0.235294118,0,https://www.sec.gov/Archives/edgar/data/40533/000004053314000002/gd-2013123110k.htm,
40545,GENERAL ELECTRIC CO,2013,20140227,0.323529412,0,https://www.sec.gov/Archives/edgar/data/40545/000004055414000023/geform10k2013.htm,
40704,GENERAL MILLS INC,2013,20130703,0.259358289,0,https://www.sec.gov/Archives/edgar/data/40704/000119312513282371/d562041d10k.htm,
40987,GENUINE PARTS CO,2013,20140227,0.176470588,0,https://www.sec.gov/Archives/edgar/data/40987/000119312514071170/d633944d10k.htm,
277135,GRAINGER W W INC,2013,20140227,0.187165775,0,https://www.sec.gov/Archives/edgar/data/277135/000027713514000008/gww20131231-10k.htm,
45012,HALLIBURTON CO,2013,20140207,0.256684492,0,https://www.sec.gov/Archives/edgar/data/45012/000004501214000069/hal-12312013x10k.htm,
874766,HARTFORD FINANCIAL SERVICES GROUP INC/DE,2013,20140228,0.368983957,0,https://www.sec.gov/Archives/edgar/data/874766/000087476614000007/hig1231201310-kdocument.htm,
46080,HASBRO INC,2013,20140226,0.278074866,0,https://www.sec.gov/Archives/edgar/data/46080/000119312514069828/d635020d10k.htm,
47111,HERSHEY CO,2013,20140221,0.22459893,0,https://www.sec.gov/Archives/edgar/data/47111/000004711114000006/a2013_form10-kxdraftq4.htm,
4447,HESS CORP,2013,20140228,0.243315508,0,https://www.sec.gov/Archives/edgar/data/4447/000119312514077565/d652042d10k.htm,
47217,HEWLETT PACKARD CO,2013,20131230,0.374331551,0,https://www.sec.gov/Archives/edgar/data/47217/000104746913011417/a2217554z10-k.htm,
354950,HOME DEPOT INC,2013,20130328,0.211229947,0,https://www.sec.gov/Archives/edgar/data/354950/000035495013000008/hd-232013x10xk.htm,
773840,HONEYWELL INTERNATIONAL INC,2013,20140214,0.302139037,0,https://www.sec.gov/Archives/edgar/data/773840/000093041314000634/c75936_10k.htm,
49071,HUMANA INC,2013,20140219,0.232620321,0,https://www.sec.gov/Archives/edgar/data/49071/000119312514058508/d637615d10k.htm,
49196,HUNTINGTON BANCSHARES INC/MD,2013,20140214,0.296791444,0,https://www.sec.gov/Archives/edgar/data/49196/000119312514054675/d670111d10k.htm,
49826,ILLINOIS TOOL WORKS INC,2013,20140214,0.22459893,0,https://www.sec.gov/Archives/edgar/data/49826/000004982614000022/itw-20131231x10k.htm,
50863,INTEL CORP,2013,20140214,0.307486631,0,https://www.sec.gov/Archives/edgar/data/50863/000005086314000020/a10kdocument12282013.htm,
51143,INTERNATIONAL BUSINESS MACHINES CORP,2013,20140225,0.35828877,1,https://www.sec.gov/Archives/edgar/data/51143/000104746914001302/a2217495z10-k.htm,"['https://www.sec.gov/Archives/edgar/data/51143/000104746914001302/a2217495zex-13.htm', 'https://www.sec.gov/Archives/edgar/data/51143/000104746914001302/a2217495zex-13.htm']"
51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,2013,20140225,0.243315508,0,https://www.sec.gov/Archives/edgar/data/51253/000005125314000004/internationalflavors10k2013.htm,
51434,INTERNATIONAL PAPER CO /NEW/,2013,20140227,0.267379679,0,https://www.sec.gov/Archives/edgar/data/51434/000005143414000003/ip10-k123113.htm,
51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2013,20140224,0.219251337,0,https://www.sec.gov/Archives/edgar/data/51644/000005164414000011/ipg12311310k.htm,
200406,JOHNSON & JOHNSON,2013,20140221,0.245989305,1,https://www.sec.gov/Archives/edgar/data/200406/000020040614000033/a2013122910-k.htm,['https://www.sec.gov/Archives/edgar/data/200406/000020040614000033/ex13-form10xk20131229.htm']
19617,JPMORGAN CHASE & CO,2013,20140220,0.371657754,0,https://www.sec.gov/Archives/edgar/data/19617/000001961714000289/corp10k2013.htm,
55067,KELLOGG CO,2013,20140224,0.270053476,0,https://www.sec.gov/Archives/edgar/data/55067/000119312514065068/d668818d10k.htm,
91576,KEYCORP /NEW/,2013,20140226,0.318181818,0,https://www.sec.gov/Archives/edgar/data/91576/000119312514069018/d643431d10k.htm,
55785,KIMBERLY CLARK CORP,2013,20140214,0.205882353,0,https://www.sec.gov/Archives/edgar/data/55785/000005578514000015/kmb_10k2013.htm,
319201,KLA TENCOR CORP,2013,20130808,0.280748663,0,https://www.sec.gov/Archives/edgar/data/319201/000031920113000033/klac10k2013.htm,
56873,KROGER CO,2013,20130402,0.232620321,0,https://www.sec.gov/Archives/edgar/data/56873/000110465913026395/a13-2426_110k.htm,
58492,LEGGETT & PLATT INC,2013,20140226,0.254010695,0,https://www.sec.gov/Archives/edgar/data/58492/000005849214000002/leg1231201310k.htm,
59478,LILLY ELI & CO,2013,20140219,0.294117647,0,https://www.sec.gov/Archives/edgar/data/59478/000005947814000078/lly-20131231x10k.htm,
701985,LIMITED BRANDS INC,2013,20130322,0.221925134,0,https://www.sec.gov/Archives/edgar/data/701985/000070198513000012/ltd22201310k.htm,
59558,LINCOLN NATIONAL CORP,2013,20140225,0.347593583,0,https://www.sec.gov/Archives/edgar/data/59558/000005955814000011/c558-20131231x10k.htm,
936468,LOCKHEED MARTIN CORP,2013,20140214,0.240641711,0,https://www.sec.gov/Archives/edgar/data/936468/000119312514055034/d621068d10k.htm,
60086,LOEWS CORP,2013,20140224,0.320855615,0,https://www.sec.gov/Archives/edgar/data/60086/000119312514064964/d620046d10k.htm,
60667,LOWES COMPANIES INC,2013,20130402,0.181818182,0,https://www.sec.gov/Archives/edgar/data/60667/000006066713000045/lowesform10k.htm,
101778,MARATHON OIL CORP,2013,20140228,0.254010695,0,https://www.sec.gov/Archives/edgar/data/101778/000010177814000014/mro-20131231x10k.htm,
1048286,MARRIOTT INTERNATIONAL INC /MD/,2013,20140220,0.296791444,0,https://www.sec.gov/Archives/edgar/data/1048286/000144530514000495/mar-q42013x10k.htm,
62709,"MARSH & MCLENNAN COMPANIES, INC.",2013,20140227,0.307486631,0,https://www.sec.gov/Archives/edgar/data/62709/000006270914000008/mmc-1231201310k.htm,
62996,MASCO CORP /DE/,2013,20140214,0.211229947,0,https://www.sec.gov/Archives/edgar/data/62996/000104746914000923/a2218121z10-k.htm,
63908,MCDONALDS CORP,2013,20140224,0.248663102,0,https://www.sec.gov/Archives/edgar/data/63908/000006390814000019/mcd-12312013x10k.htm,
64040,MCGRAW HILL FINANCIAL INC,2013,20140207,0.27540107,0,https://www.sec.gov/Archives/edgar/data/64040/000006404014000007/mhfi-20131231x10k.htm,
927653,MCKESSON CORP,2013,20130507,0.299465241,0,https://www.sec.gov/Archives/edgar/data/927653/000156178713000010/mck_10kx3312013.htm,
310158,Merck & Co. Inc.,2013,20140227,0.312834225,0,https://www.sec.gov/Archives/edgar/data/310158/000031015814000009/mrk1231201310k.htm,
723125,MICRON TECHNOLOGY INC,2013,20131028,0.310160428,0,https://www.sec.gov/Archives/edgar/data/723125/000072312513000228/a2013q4.htm,
789019,MICROSOFT CORP,2013,20130730,0.296791444,0,https://www.sec.gov/Archives/edgar/data/789019/000119312513310206/d527745d10k.htm,
24545,MOLSON COORS BREWING CO,2013,20140214,0.310160428,0,https://www.sec.gov/Archives/edgar/data/24545/000002454514000004/tap2013123110-k.htm,
1059556,MOODYS CORP /DE/,2013,20140227,0.304812834,0,https://www.sec.gov/Archives/edgar/data/1059556/000119312514070371/d665999d10k.htm,
895421,MORGAN STANLEY,2013,20140225,0.377005348,0,https://www.sec.gov/Archives/edgar/data/895421/000119312514067354/d639242d10k.htm,
68505,"Motorola Solutions, Inc.",2013,20140213,0.339572193,0,https://www.sec.gov/Archives/edgar/data/68505/000006850514000005/msi201310-k.htm,
1002047,"NetApp, Inc.",2013,20130617,0.323529412,0,https://www.sec.gov/Archives/edgar/data/1002047/000119312513261334/d512428d10k.htm,
814453,NEWELL RUBBERMAID INC,2013,20140303,0.278074866,0,https://www.sec.gov/Archives/edgar/data/814453/000081445314000038/nwl-12312013x10k.htm,
1164727,NEWMONT MINING CORP /DE/,2013,20140221,0.299465241,0,https://www.sec.gov/Archives/edgar/data/1164727/000119312514061205/d653301d10k.htm,
753308,NEXTERA ENERGY INC,2013,20140224,0.262032086,0,https://www.sec.gov/Archives/edgar/data/37634/000075330814000025/nee-12312013x10k.htm,
320187,NIKE INC,2013,20130723,0.270053476,0,https://www.sec.gov/Archives/edgar/data/320187/000032018713000092/nke-5312013x10k.htm,
702165,NORFOLK SOUTHERN CORP,2013,20140214,0.160427807,1,https://www.sec.gov/Archives/edgar/data/702165/000070216514000019/nsc13.htm,['https://www.sec.gov/Archives/edgar/data/702165/000070216514000019/nscex31A.htm']
73124,NORTHERN TRUST CORP,2013,20140226,0.323529412,1,https://www.sec.gov/Archives/edgar/data/73124/000119312514069870/d619551d10k.htm,"['https://www.sec.gov/Archives/edgar/data/73124/000119312514069870/d619551dex13.htm', 'https://www.sec.gov/Archives/edgar/data/73124/000119312514069870/d619551dex13.htm']"
1133421,NORTHROP GRUMMAN CORP /DE/,2013,20140203,0.27540107,0,https://www.sec.gov/Archives/edgar/data/1133421/000113342114000006/noc-12312013x10k.htm,
73309,NUCOR CORP,2013,20140228,0.205882353,1,https://www.sec.gov/Archives/edgar/data/73309/000119312514077349/d642821d10k.htm,"['https://www.sec.gov/Archives/edgar/data/73309/000119312514077349/d642821dex13.htm', 'https://www.sec.gov/Archives/edgar/data/73309/000119312514077349/d642821dex13.htm']"
797468,OCCIDENTAL PETROLEUM CORP /DE/,2013,20140303,0.213903743,0,https://www.sec.gov/Archives/edgar/data/797468/000079746814000011/oxy10k12-31x2013.htm,
29989,OMNICOM GROUP INC.,2013,20140212,0.200534759,0,https://www.sec.gov/Archives/edgar/data/29989/000002998914000002/a201310-k.htm,
1341439,ORACLE CORP,2013,20130626,0.312834225,0,https://www.sec.gov/Archives/edgar/data/1341439/000119312513272832/d531515d10k.htm,
75362,PACCAR INC,2013,20140227,0.195187166,0,https://www.sec.gov/Archives/edgar/data/75362/000119312514073103/d628678d10k.htm,
76334,PARKER HANNIFIN CORP,2013,20130829,0.221925134,1,https://www.sec.gov/Archives/edgar/data/76334/000007633413000157/ph630201310k.htm,['https://www.sec.gov/Archives/edgar/data/76334/000007633413000157/ph6302013ex13.htm']
723531,PAYCHEX INC,2013,20130722,0.155080214,0,https://www.sec.gov/Archives/edgar/data/723531/000072353113000021/payx-053113x10k.htm,
77476,PEPSICO INC,2013,20140214,0.262032086,0,https://www.sec.gov/Archives/edgar/data/77476/000007747614000007/pepsico201310-k.htm,
31791,PERKINELMER INC,2013,20140225,0.272727273,0,https://www.sec.gov/Archives/edgar/data/31791/000144530514000585/pki-1229201310k.htm,
78003,PFIZER INC,2013,20140228,0.360962567,1,https://www.sec.gov/Archives/edgar/data/78003/000007800314000018/pfe-12312013x10k.htm,['https://www.sec.gov/Archives/edgar/data/78003/000007800314000018/pfe-12312013xex13.htm']
764622,PINNACLE WEST CAPITAL CORP,2013,20140221,0.245989305,0,https://www.sec.gov/Archives/edgar/data/7286/000110465914012068/a13-25897_110k.htm,
764622,PINNACLE WEST CAPITAL CORP,2013,20140221,0.245989305,0,https://www.sec.gov/Archives/edgar/data/7286/000110465914012068/a13-25897_110k.htm,
